Volatility 3 Framework 2.7.0

Offset	Name	Size
0x3df90970	\Windows\Fonts\arialbd.ttf	216
0x3df91330	\Users\Analyst\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat	216
0x3df92a70	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3df92d10	\Windows\Temp\1892.WNCRYTndows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000011.db	216
0x3df93440	\Windows\System32\stdole2.tlb	216
0x3df93f20	\Users\Analyst\Links\Downloads.lnk	216
0x3df97070	\Users\Analyst\Desktop\REMA-Tools\ProcessHacker\plugins\NetworkTools.dll	216
0x3df97910	\Windows\Temp\1894.WNCRYTndows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db	216
0x3df97d10	\Windows\System32\WinSCard.dll	216
0x3df99a50	\Windows\Registration\R000000000006.clb	216
0x3df99f20	\$Directory	216
0x3df9a8c0	\$Directory	216
0x3df9aa10	\Windows\Temp\1888.WNCRYTndows\Caches\cversions.2.db	216
0x3df9cac0	\Windows\Fonts\corbel.ttf	216
0x3df9dba0	\Windows\System32\msiltcfg.dll	216
0x3df9de20	\ProgramData\Microsoft\Diagnosis\Sideload	216
0x3df9fb50	\Windows\SysWOW64\PerfCenterCpl.ico	216
0x3dfa0cd0	\Windows\System32\filemgmt.dll	216
0x3dfa1a60	\Windows\System32\imgutil.dll	216
0x3dfa1f20	\Users\Analyst\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\desktop.ini	216
0x3dfa2970	\Windows\System32\NlsData0010.dll	216
0x3dfa2f20	\Windows\System32\SensApi.dll	216
0x3dfa3bc0	\Windows\System32\Display.dll	216
0x3dfa4d10	\Windows\System32\miguiresource.dll	216
0x3dfa4f20	\Windows\System32\wshbth.dll	216
0x3dfa59b0	\Windows\System32\BFE.DLL	216
0x3dfa6d90	\Windows\System32\en-US\bfe.dll.mui	216
0x3dfb5830	\Windows\System32	216
0x3e027bf0	\$Directory	216
0x3e02bf20	\Windows\ehome\WTVGOTHIC-S.ttc	216
0x3e031dc0	\Windows\System32\en-US\win32k.sys.mui	216
0x3e052f20	\Windows\System32\bthci.dll	216
0x3e053f20	\Windows\System32\imm32.dll	216
0x3e05ad00	\Windows\System32	216
0x3e05d6a0	\Endpoint	216
0x3e05dab0	\Windows\ehome\WTVGOTHIC-S.ttc	216
0x3e05dc00	\Windows\System32\winlogon.exe	216
0x3e05e4f0	\Program Files\Windows Defender\MpCmdRun.exe	216
0x3e067f20	\Windows\ehome\malgunmc.ttf	216
0x3e0856c0	\Windows\System32	216
0x3e088aa0	\Windows\System32\srvcli.dll	216
0x3e088c70	\protected_storage	216
0x3e088dc0	\Windows\System32\scesrv.dll	216
0x3e08b520	\Windows\System32\rsaenh.dll	216
0x3e08bcc0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-533FB7FA2417DD66822F9B153124F76B59358624.bin.A0	216
0x3e08c590	\Windows\System32\pku2u.dll	216
0x3e08cbf0	\Windows\System32\TSpkg.dll	216
0x3e08d180	\Windows\System32\sspicli.dll	216
0x3e09f070	\Windows\debug\PASSWD.LOG	216
0x3e09fa00	\Windows\Fonts\gulim.ttc	216
0x3e0a1730	\$Directory	216
0x3e0a1980	\Program Files\IDA Freeware 8.2\plugins\pdb64.dll	216
0x3e0a22b0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2	216
0x3e0a2690	\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x3e0a3400	\$Directory	216
0x3e0a5440	\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x3e0a5bf0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms	216
0x3e0a6580	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf	216
0x3e0a69e0	\Windows	216
0x3e0a6f20	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms	216
0x3e0a7bf0	\Windows\System32	216
0x3e0a7dc0	\Windows\Fonts\mingliu.ttc	216
0x3e0a86b0	\Windows\SysWOW64\cryptsp.dll	216
0x3e0a8bf0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT	216
0x3e0a8f20	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1	216
0x3e0a92d0	\Windows\SysWOW64\WindowsCodecs.dll	216
0x3e0aa660	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\NetworkProjection.lnk	216
0x3e0aab00	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\Qt5Gui.dll	216
0x3e0abb80	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Tablet PC\ShapeCollector.lnk	216
0x3e0abdd0	\Windows\Fonts\msgothic.ttc	216
0x3e0acdd0	\$Directory	216
0x3e0ad730	\Windows\win.ini	216
0x3e0ae070	\Windows\Fonts\segoeui.ttf	216
0x3e0ae410	\Windows\System32\lsasrv.dll	216
0x3e0afc90	\Windows\Temp\2342.WNCRYTcal\Microsoft\Windows\Explorer\thumbcache_1024.db	216
0x3e0b0070	\Windows\System32\samsrv.dll	216
0x3e0b0370	\Windows\System32\sspisrv.dll	216
0x3e0b0dd0	\Windows\Fonts\simsun.ttc	216
0x3e0b15a0	\Windows\System32	216
0x3e0b18c0	\Windows\System32\cryptdll.dll	216
0x3e0b3c70	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3e0b3f20	\Windows\Fonts\tahoma.ttf	216
0x3e0b4270	\Windows\System32\en-US\user32.dll.mui	216
0x3e0b4f20	\Windows\Fonts\marlett.ttf	216
0x3e0bab20	\Endpoint	216
0x3e0bacb0	\Windows\System32\winsta.dll	216
0x3e0c1450	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\Qt5Widgets.dll	216
0x3e0c2420	\Windows\System32	216
0x3e0ca7d0	\Windows\System32\en-US\user32.dll.mui	216
0x3e0cbdd0	\lsass	216
0x3e0cccb0	\Windows\SysWOW64\KernelBase.dll	216
0x3e0cd7d0	\Windows\SysWOW64\mpr.dll	216
0x3e0ce480	\Windows\Fonts\cour.ttf	216
0x3e0cf280	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\Qt5Core.dll	216
0x3e0cff20	\Windows\System32\msls31.dll	216
0x3e0d0790	\Windows\System32\NlsLexicons0007.dll	216
0x3e0d08e0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Event Viewer.lnk	216
0x3e0d0d50	\Windows\SysWOW64\advapi32.dll	216
0x3e0d0ea0	\Windows\Registration\R000000000006.clb	216
0x3e0d1780	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl	216
0x3e0d1a10	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl	216
0x3e0d25d0	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl	216
0x3e0d2c80	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl	216
0x3e0d2e50	\protected_storage	216
0x3e0d4070	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\iSCSI Initiator.lnk	216
0x3e0d6800	\$Directory	216
0x3e0d89c0	\Windows\System32\sxs.dll	216
0x3e0d9420	\Windows\System32\config\RegBack\SECURITY	216
0x3e0db260	\Users\Analyst\AppData\Local\Microsoft\Windows\WebCache\V01.log	216
0x3e0dce60	\Windows\System32\cryptbase.dll	216
0x3e0ddbc0	\Windows\System32\credssp.dll	216
0x3e0ddf20	\Program Files\IDA Freeware 8.2\plugins\win32_user64.dll	216
0x3e0df3a0	\Program Files\IDA Freeware 8.2\plugins\picture_search64.dll	216
0x3e0dff20	\Windows\System32\comres.dll	216
0x3e0e0b60	\Windows\System32\lsass.exe	216
0x3e0e0d70	\Windows\System32\apphelp.dll	216
0x3e0e1070	\Windows\System32\lsm.exe	216
0x3e0e1b40	\protected_storage	216
0x3e0e2070	\Windows\System32\scext.dll	216
0x3e0e27e0	\Windows\System32\secur32.dll	216
0x3e0e38c0	\Windows\System32\bcryptprimitives.dll	216
0x3e0e7e90	\Windows\System32	216
0x3e0fdbf0	\lsass	216
0x3e0fe6f0	\Program Files\IDA Freeware 8.2\plugins\dwarf64.dll	216
0x3e0fea20	\Windows\System32\efslsaext.dll	216
0x3e0ff5d0	\Endpoint	216
0x3e100f20	\Windows\System32\config\SAM.LOG2	216
0x3e101f20	\Windows\System32\scecli.dll	216
0x3e102070	\Windows\System32\ubpm.dll	216
0x3e103070	\$Directory	216
0x3e103200	\$Directory	216
0x3e103a20	\$Directory	216
0x3e106070	\Windows\System32\mswsock.dll	216
0x3e106d00	\Windows\System32\logoncli.dll	216
0x3e107070	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\msvcr120.dll	216
0x3e108620	\ntsvcs	216
0x3e108770	\ntsvcs	216
0x3e1088c0	\scerpc	216
0x3e108a10	\ntsvcs	216
0x3e10aa80	\Windows\System32\wship6.dll	216
0x3e10b070	\Windows\System32\rsaenh.dll	216
0x3e10b350	\Windows\System32\config\RegBack\SAM	216
0x3e10b540	\Windows\System32\config\SAM.LOG1	216
0x3e10b700	\Windows\System32\config\SAM	216
0x3e10ba80	\Users\Public\Recorded TV	216
0x3e10d660	\Device\HarddiskVolume2\Users\Analyst\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x3e110f20	\Windows\System32\vm3dum64.dll	216
0x3e112070	\$Directory	216
0x3e1123c0	\$Directory	216
0x3e112a20	\Windows\SysWOW64	216
0x3e113a20	\$Directory	216
0x3e115070	\Windows\Web\Wallpaper\Nature\Desktop.ini	216
0x3e115730	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb	216
0x3e1162c0	\Windows\System32\authz.dll	216
0x3e116970	\Windows\System32\ncrypt.dll	216
0x3e116b40	\Windows\System32\cngaudit.dll	216
0x3e1172f0	\Windows\System32\wmsgapi.dll	216
0x3e117d00	\Windows\System32\bcrypt.dll	216
0x3e11a3a0	\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x3e11acd0	\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x3e11c160	\Windows\System32\sysntfy.dll	216
0x3e11cf20	\Windows\System32	216
0x3e11d4e0	\Windows\System32\config\SECURITY	216
0x3e11f380	\Windows\SysWOW64\winmm.dll	216
0x3e11fb30	\Endpoint	216
0x3e120440	\Program Files\IDA Freeware 8.2\Qt5Widgets.dll	216
0x3e120bf0	\Program Files\IDA Freeware 8.2\Qt5Gui.dll	216
0x3e12a4a0	\$Directory	216
0x3e12bd10	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\x32gui.dll	216
0x3e12be60	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3e12dd20	\Endpoint	216
0x3e130070	\$Directory	216
0x3e132950	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d	216
0x3e1338c0	\Windows\System32\cscapi.dll	216
0x3e1344d0	\Windows\Prefetch\CMD.EXE-4A81B364.pf	216
0x3e134810	\$Directory	216
0x3e136590	\Windows\SysWOW64\SearchFolder.dll	216
0x3e136760	\Windows\System32\SearchIndexer.exe	216
0x3e138560	\Windows\System32\cscobj.dll	216
0x3e13d380	\Windows\System32\NlsData0009.dll	216
0x3e140e60	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\x32bridge.dll	216
0x3e141b50	\Windows\Fonts\StaticCache.dat	216
0x3e144b30	\Windows\System32\uDWM.dll	216
0x3e145570	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.002	216
0x3e146f20	\Windows\System32\api-ms-win-downlevel-shell32-l1-1-0.dll	216
0x3e148770	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Print Management.lnk	216
0x3e148a20	\Windows\SysWOW64\apphelp.dll	216
0x3e148bf0	\Windows\System32\hcproviders.dll	216
0x3e148f20	\Windows\System32\wscinterop.dll	216
0x3e14a390	\Windows\System32\msprivs.dll	216
0x3e14a770	\Windows\System32\negoexts.dll	216
0x3e14ad50	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\displayswitch.lnk	216
0x3e14b480	\Windows\System32\netjoin.dll	216
0x3e14bbf0	\Windows\SysWOW64\clbcatq.dll	216
0x3e14e5b0	\Windows\System32\svchost.exe	216
0x3e150e00	\Windows\System32\umpnpmgr.dll	216
0x3e152f20	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms	216
0x3e15c6f0	\Windows\System32\devrtl.dll	216
0x3e15d070	\Windows\System32\SPInf.dll	216
0x3e15e1d0	\Windows\System32\gpapi.dll	216
0x3e163150	\plugplay	216
0x3e164c80	\plugplay	216
0x3e164dd0	\plugplay	216
0x3e165d00	\Windows\System32\rasadhlp.dll	216
0x3e167670	\Windows\System32\pcwum.dll	216
0x3e167e40	\$ConvertToNonresident	216
0x3e1683a0	\Windows\System32\umpo.dll	216
0x3e16aa10	\Windows\System32\powrprof.dll	216
0x3e16eb20	\$Directory	216
0x3e16fbc0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3e173440	\Windows\Registration\R000000000006.clb	216
0x3e174760	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx	216
0x3e174970	\Windows\System32\wbem\NCProv.dll	216
0x3e175d60	\$Directory	216
0x3e177070	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms	216
0x3e1778e0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf	216
0x3e178070	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT	216
0x3e1784d0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2	216
0x3e178a70	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1	216
0x3e17a070	\Windows\System32	216
0x3e1804e0	\Endpoint	216
0x3e1812c0	\LSM_API_service	216
0x3e184a10	\Windows\System32\RpcEpMap.dll	216
0x3e185f20	\Windows\SysWOW64\ws2_32.dll	216
0x3e186340	\Device\HarddiskVolume2\Users\Analyst\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x3e187520	\Users\Analyst\AppData\Local\Microsoft\Windows\UsrClass.dat{ccef6b12-10cb-11ee-b5f0-90e8682d3ffa}.TM.blf	216
0x3e189c70	\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\SoftwareProtectionPlatform\tokens.dat	216
0x3e18b070	\Windows\System32\WSHTCPIP.DLL	216
0x3e18b630	\Endpoint	216
0x3e194070	\Endpoint	216
0x3e195600	\Endpoint	216
0x3e195750	\Winsock2\CatalogChangeListener-2b8-0	216
0x3e195f20	\Endpoint	216
0x3e198660	\Endpoint	216
0x3e198880	\Endpoint	216
0x3e1989d0	\Endpoint	216
0x3e199070	\Windows\System32\NlsData0416.dll	216
0x3e199500	\$Directory	216
0x3e19a980	\Endpoint	216
0x3e19b400	\Endpoint	216
0x3e19c730	\Endpoint	216
0x3e1a5dd0	\Windows\System32\rpcss.dll	216
0x3e1a7d40	\Windows\System32\Sens.dll	216
0x3e1ab070	\epmapper	216
0x3e1ab6b0	\Windows\System32\FirewallAPI.dll	216
0x3e1ab800	\Winsock2\CatalogChangeListener-194-0	216
0x3e1abc80	\epmapper	216
0x3e1abdd0	\epmapper	216
0x3e1abf20	\Endpoint	216
0x3e1add10	\Windows\System32\version.dll	216
0x3e1ae230	\Endpoint	216
0x3e1ae4d0	\Endpoint	216
0x3e1b0380	\LSM_API_service	216
0x3e1b3070	\Windows\SysWOW64\mswsock.dll	216
0x3e1b4e10	\Windows\SysWOW64\apphelp.dll	216
0x3e1b5ab0	\Windows\System32\catroot2\edb.log	216
0x3e1b5c00	\Windows\System32\wevtsvc.dll	216
0x3e1b5d50	\LSM_API_service	216
0x3e1b6070	\Users\Analyst\Videos	216
0x3e1b8f20	\$Directory	216
0x3e1bb680	\eventlog	216
0x3e1bb7d0	\eventlog	216
0x3e1bba70	\eventlog	216
0x3e1bcea0	\Windows\System32\WPDShServiceObj.dll	216
0x3e1bd7a0	\Windows\System32\appinfo.dll	216
0x3e1bf070	\Windows\System32\pcasvc.dll	216
0x3e1bfbc0	\Windows\System32\LogonUI.exe	216
0x3e1c05e0	\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive1.dat	216
0x3e1c1070	\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive0.dat	216
0x3e1c16c0	\Endpoint	216
0x3e1c1d10	\Users\Analyst\AppData\Local\Microsoft\Windows\WER\ERC	216
0x3e1c29f0	\Winsock2\CatalogChangeListener-2e8-0	216
0x3e1cc700	\Windows\Registration\R000000000006.clb	216
0x3e1cd8b0	\$Directory	216
0x3e1cdb00	\Windows\Registration\R000000000006.clb	216
0x3e1cf2e0	\Windows\System32\cryptui.dll	216
0x3e1cf6d0	\Windows\WindowsShell.Manifest	216
0x3e1cfad0	\Windows\System32\authui.dll	216
0x3e1d0d40	\Windows\System32\samlib.dll	216
0x3e1d13d0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Computer Management.lnk	216
0x3e1d1960	\Windows\System32\shacct.dll	216
0x3e1d2460	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757\comctl32.dll	216
0x3e1d3e20	\$Directory	216
0x3e1d41c0	\$Directory	216
0x3e1d4f20	\Users\Public\Videos	216
0x3e1d6750	\lsass	216
0x3e1d7b60	\Windows\SysWOW64\sspicli.dll	216
0x3e1d7cb0	\Windows\System32\C_949.NLS	216
0x3e1d8c60	\$Directory	216
0x3e1db690	\Windows\System32\propsys.dll	216
0x3e1ddac0	\Windows\System32\uxtheme.dll	216
0x3e1de500	\Windows\System32\SndVolSSO.dll	216
0x3e1de650	\Windows\System32\dui70.dll	216
0x3e1deb10	\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.24280_none_145e10148b8de48e\GdiPlus.dll	216
0x3e1df9e0	\Windows\System32\msidle.dll	216
0x3e1e04c0	\Windows\System32\dwmapi.dll	216
0x3e1e0cf0	\Windows\System32\hid.dll	216
0x3e1e1ec0	\Windows\System32\duser.dll	216
0x3e1ea070	\Windows\SysWOW64\dnsapi.dll	216
0x3e1eaa60	\Windows\System32\xmllite.dll	216
0x3e1eb2c0	\Windows\System32\en-US\KernelBase.dll.mui	216
0x3e1eba70	\Windows\System32\MMDevAPI.dll	216
0x3e1ec290	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.1.Crwl	216
0x3e1ec690	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.1.gthr	216
0x3e1ecb50	\Windows\System32\srchadmin.dll	216
0x3e1eda90	\Windows\SysWOW64\cryptsp.dll	216
0x3e1ef290	\Windows\System32\WindowsCodecs.dll	216
0x3e1efe80	\Windows\System32\imageres.dll	216
0x3e1f0330	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\platforms\qwindows.dll	216
0x3e1f0d80	\Windows\System32\winbrand.dll	216
0x3e1f1ab0	\Windows\System32\batmeter.dll	216
0x3e1f1c00	\Windows\System32\SmartcardCredentialProvider.dll	216
0x3e1f26f0	\Windows\SysWOW64\gdi32.dll	216
0x3e1f2840	\Windows\System32\wtsapi32.dll	216
0x3e1f36a0	\Windows\System32\credui.dll	216
0x3e1f3c30	\Windows\System32\VaultCredProvider.dll	216
0x3e1f48e0	\Windows\System32\BioCredProv.dll	216
0x3e1f6070	\Windows\System32\winbio.dll	216
0x3e1f6330	\Windows\System32\netutils.dll	216
0x3e1f68c0	\Windows\System32\vaultcli.dll	216
0x3e1f7940	\Windows\System32\netapi32.dll	216
0x3e1f7e60	\Windows\System32\wkscli.dll	216
0x3e1f83b0	\Windows\System32\rasplap.dll	216
0x3e1f8f20	\$Directory	216
0x3e1f9070	\Windows\System32\samcli.dll	216
0x3e1f9a70	\Windows\Fonts\cambria.ttc	216
0x3e1fab30	\Windows\System32\rtutils.dll	216
0x3e1fb070	\Windows\System32\rasman.dll	216
0x3e1fb510	\Windows\System32\rasapi32.dll	216
0x3e1fcf20	\Windows\System32\certCredProvider.dll	216
0x3e1fe8b0	\Endpoint	216
0x3e1ff070	\Users\Public\Pictures	216
0x3e1fff20	\Windows\System32\msi.dll	216
0x3e200d10	\$Directory	216
0x3e2022c0	\Windows\System32\wdi\LogFiles\WdiContextLog.etl.001	216
0x3e2052c0	\$Directory	216
0x3e207bf0	\Windows\SysWOW64\dnsapi.dll	216
0x3e2082c0	\$Directory	216
0x3e208420	\Windows\System32\wbemcomn.dll	216
0x3e20d940	\Endpoint	216
0x3e20ef20	\Windows\SysWOW64\dui70.dll	216
0x3e21c7a0	\$Directory	216
0x3e21d940	\Windows\System32\d3d11.dll	216
0x3e220990	\$Directory	216
0x3e221910	\Windows\System32\dnsapi.dll	216
0x3e22b0f0	\Windows\System32\schannel.dll	216
0x3e22ba60	\Windows\System32\netlogon.dll	216
0x3e22daf0	\Windows\System32\wdigest.dll	216
0x3e235600	\$Directory	216
0x3e241050	\Windows\bootstat.dat	216
0x3e26d070	\Windows\System32\csrsrv.dll	216
0x3e26df20	\Windows\System32\basesrv.dll	216
0x3e26e070	\Windows\System32	216
0x3e26e550	\ProgramData\Microsoft\Diagnosis\events10.rbs	216
0x3e28b7a0	\$ConvertToNonresident	216
0x3e28c3d0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Component Services.lnk	216
0x3e28da20	\Windows\System32\KBDUS.DLL	216
0x3e29a5c0	\Windows\System32\config\DEFAULT.LOG1	216
0x3e29a980	\Windows\System32\config\DEFAULT	216
0x3e2a3050	\Windows\System32\config\DEFAULT.LOG2	216
0x3e2a31a0	\Windows\System32\csrss.exe	216
0x3e2a3770	\Windows\System32\config\RegBack\DEFAULT	216
0x3e2a4820	\Windows\System32\locale.nls	216
0x3e2a4ee0	\Windows\System32\winsrv.dll	216
0x3e2a7f20	\Windows\System32\config\SECURITY.LOG1	216
0x3e2b7320	\Windows\Fonts\vgasys.fon	216
0x3e31d320	\Windows\System32\RpcRtRemote.dll	216
0x3e31fb20	\Windows\Fonts\vgaoem.fon	216
0x3e31fc70	\Windows\System32\sxssrv.dll	216
0x3e31ff20	\Endpoint	216
0x3e321b40	\Windows\Fonts\cga80woa.fon	216
0x3e321c90	\Windows\Fonts\ega40woa.fon	216
0x3e321f20	\Windows\System32\kerberos.dll	216
0x3e324850	\Windows\System32\wininit.exe	216
0x3e352850	\Windows\System32	216
0x3e4047e0	\Windows\System32\odbcint.dll	216
0x3e5c55e0	\Windows\System32\dwmredir.dll	216
0x3e5c5d10	\Windows\System32\dwmcore.dll	216
0x3e5c84f0	\Windows\System32\d3d10_1.dll	216
0x3e5c8dc0	\Windows\System32\dxgi.dll	216
0x3e5c9750	\Windows\System32\EhStorShell.dll	216
0x3e5cb520	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3e5cd500	\Windows\System32\cscui.dll	216
0x3e5ce4e0	\Windows\Fonts\StaticCache.dat	216
0x3e5ce960	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3e5cfbf0	\Windows\System32	216
0x3e5d0470	\Windows\System32\sti_ci.dll	216
0x3e5d2bb0	\Windows\System32\catroot2\edb.log	216
0x3e5d3a10	\Windows\Registration\R000000000006.clb	216
0x3e5d4420	\Windows\System32\userinit.exe	216
0x3e5d4f20	\Windows\System32	216
0x3e5d6540	\Windows\Web\Wallpaper\Architecture\Desktop.ini	216
0x3e5d6f20	\Windows\System32\dwm.exe	216
0x3e5d9610	\Windows\SysWOW64\iertutil.dll	216
0x3e5da4c0	\Windows\System32\PlaySndSrv.dll	216
0x3e5dbb60	\Windows\Resources\Ease of Access Themes\hc1.theme	216
0x3e5dd9f0	\Windows\Registration\R000000000006.clb	216
0x3e5e55c0	\$Directory	216
0x3e5e5710	\Windows\System32\en-US\lsm.exe.mui	216
0x3e5e72c0	\$Directory	216
0x3e5e7430	\Windows\Registration\R000000000006.clb	216
0x3e5e7710	\Windows\System32\en-US\user32.dll.mui	216
0x3e5e8670	\Windows\SysWOW64\winnsi.dll	216
0x3e5ec990	\Users\Analyst\AppData\Roaming\Microsoft\Windows\Libraries	216
0x3e5ed4b0	\Windows\System32\IDStore.dll	216
0x3e5ee790	\Users\Analyst\AppData\Roaming\Microsoft\Windows\Start Menu	216
0x3e5f1aa0	\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.24280_none_145e10148b8de48e	216
0x3e5f39b0	\Endpoint	216
0x3e5f4f20	\Endpoint	216
0x3e5f57f0	\$Directory	216
0x3e5f5ca0	\$Directory	216
0x3e5fa4c0	\Users\Analyst\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms	216
0x3e5fbdd0	\Windows\Fonts\StaticCache.dat	216
0x3e5fbf20	\Users\Analyst\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1	216
0x3e5ff500	\Endpoint	216
0x3e5ffb00	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.000	216
0x3e6075a0	\Windows\System32\SearchFolder.dll	216
0x3e6079c0	\Windows\Registration\R000000000006.clb	216
0x3e60a070	\Windows\Fonts\himalaya.ttf	216
0x3e60a2a0	\Windows\SysWOW64\winnsi.dll	216
0x3e60a5c0	\$Directory	216
0x3e60bae0	\ProgramData\Microsoft\Windows\WER\ReportArchive	216
0x3e60bd10	\Windows\System32\en-US\shell32.dll.mui	216
0x3e6172b0	\$Directory	216
0x3e622670	\ProgramData\ggzstcat367\TaskData\Tor\zlib1.dll	216
0x3e623700	\$Directory	216
0x3e623850	\Windows	216
0x3e62ad50	\Windows\Registration\R000000000006.clb	216
0x3e62b870	\$Directory	216
0x3e62f5c0	\$Directory	216
0x3e6304c0	\$Directory	216
0x3e633470	\Windows\System32\virtdisk.dll	216
0x3e6335c0	\$Directory	216
0x3e63ca80	\Users\Analyst\AppData\Roaming\Microsoft\Windows\Start Menu	216
0x3e6423f0	\$Directory	216
0x3e647380	\Endpoint	216
0x3e64eb80	\$Directory	216
0x3e650980	\Users\Public\Libraries\RecordedTV.library-ms	216
