Volatility 3 Framework 2.7.0

Offset	Name	Size
0x3dca26e0	\Windows\System32\wbem\esscli.dll	216
0x3dca3df0	\Winsock2\CatalogChangeListener-3c4-0	216
0x3dcacf20	\Endpoint	216
0x3dcae070	\Windows\System32\diagtrack.dll	216
0x3dcae3a0	\Windows\System32\winhttp.dll	216
0x3dcaeac0	\Windows\System32\NlsLexicons0416.dll	216
0x3dcaf570	\Windows\System32\wbem\wbemsvc.dll	216
0x3dcb8070	\Users\Public\Music	216
0x3dcb9070	\Program Files\VMware\VMware Tools\plugins\vmsvc\appInfo.dll	216
0x3dcb9640	\Windows\System32\vcruntime140_1.dll	216
0x3dcb98a0	\Program Files\VMware\VMware Tools\plugins\vmsvc\autoUpgrade.dll	216
0x3dcb9f20	\Windows\System32\msvcp140.dll	216
0x3dcba890	\Program Files\VMware\VMware Tools\deployPkg.dll	216
0x3dcbaa60	\Windows\SysWOW64\ntshrui.dll	216
0x3dcbabb0	\Windows\System32\en-US\consent.exe.mui	216
0x3dcbb3a0	\Program Files\VMware\VMware Tools\plugins\vmsvc\guestInfo.dll	216
0x3dcbb5c0	\Windows\SysWOW64\secur32.dll	216
0x3dcbc2f0	\Program Files\VMware\VMware Tools\plugins\vmsvc\hwUpgradeHelper.dll	216
0x3dcbcaa0	\Program Files\VMware\VMware Tools\plugins\vmsvc\diskWiper.dll	216
0x3dcbdd00	\Program Files\VMware\VMware Tools\plugins\vmsvc\powerOps.dll	216
0x3dcbe070	\Program Files\VMware\VMware Tools\plugins\vmsvc\vmbackup.dll	216
0x3dcbe740	\Program Files\VMware\VMware Tools\plugins\vmsvc\resolutionSet.dll	216
0x3dcbebb0	\Program Files\VMware\VMware Tools\plugins\vmsvc\timeSync.dll	216
0x3dcc0a40	\Windows\System32\DWrite.dll	216
0x3dcc7f20	\Windows\System32\wbem\wbemcore.dll	216
0x3dccc9b0	\Windows\System32\synceng.dll	216
0x3dcccb00	\Windows\System32\hnetcfg.dll	216
0x3dcd2370	\Windows\SysWOW64\slc.dll	216
0x3dcd2a40	\$Directory	216
0x3dcd3300	\Windows\SysWOW64\srvcli.dll	216
0x3dcd3550	\Windows\SysWOW64\sfc.dll	216
0x3dcd36a0	\Windows\SysWOW64\ntmarta.dll	216
0x3dcd37f0	\Windows\SysWOW64\dhcpcsvc6.dll	216
0x3dcd3c80	\Windows\SysWOW64\cscapi.dll	216
0x3dcd5070	\Windows\SysWOW64\oleaut32.dll	216
0x3dcd5300	\Users\Analyst\Desktop\REMA-Tools\ProcessHacker\ProcessHacker.exe	216
0x3dcd5450	\Windows\SysWOW64\msvcp60.dll	216
0x3dcd5dc0	\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER	216
0x3dcd64d0	\Windows\System32\wbem\Repository\MAPPING1.MAP	216
0x3dcd6c00	\Windows\Fonts\arial.ttf	216
0x3dcd76e0	\	216
0x3dcd7ba0	\Windows\SysWOW64\api-ms-win-downlevel-normaliz-l1-1-0.dll	216
0x3dcd8430	\Endpoint	216
0x3dcd8640	\Windows\System32\wbem\Repository\MAPPING3.MAP	216
0x3dcd8f20	\Endpoint	216
0x3dcd91e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Inventory.evtx	216
0x3dcd9510	\Windows\System32\wbem\Repository\MAPPING2.MAP	216
0x3dcda9d0	\Windows\System32\wbem\Repository\INDEX.BTR	216
0x3dcdadd0	\Windows\System32\wbem\Repository\OBJECTS.DATA	216
0x3dcdb710	\Windows\System32\wbem\repdrvfs.dll	216
0x3dce51c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx	216
0x3dce53c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx	216
0x3dceb7e0	\Users\Analyst\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms	216
0x3dcedf20	\Endpoint	216
0x3dcee380	\Users\Analyst\Pictures\desktop.ini	216
0x3dcee830	\srvsvc	216
0x3dceead0	\srvsvc	216
0x3dcf0070	\Endpoint	216
0x3dcf03d0	\Endpoint	216
0x3dcf1920	\Endpoint	216
0x3dcf3970	\wkssvc	216
0x3dcf4070	\Windows\System32\wbem\WmiPrvSD.dll	216
0x3dcf4200	\Windows\System32\wbem\wbemess.dll	216
0x3dcf4cd0	\Windows\System32\ncobjapi.dll	216
0x3dcf6c80	\$Directory	216
0x3dcfd870	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3dd02390	\Windows\Fonts\sserife.fon	216
0x3dd0ea20	\Windows\SysWOW64\EhStorShell.dll	216
0x3dd11950	\Windows\System32\msdtclog.dll	216
0x3dd14300	\Windows\System32\npmproxy.dll	216
0x3dd49f20	\$Directory	216
0x3dd4ae20	\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx	216
0x3dd53a00	\Windows\System32\perftrack.dll	216
0x3dd544c0	\Windows\System32\C_1258.NLS	216
0x3dd56670	\Windows\System32\wer.dll	216
0x3dd5ab20	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx	216
0x3dd5c070	\Windows\System32\PortableDeviceApi.dll	216
0x3dd5c980	\Windows\System32	216
0x3dd5df20	\Windows\System32\bthserv.dll	216
0x3dd606f0	\$Directory	216
0x3dd61890	\Windows\System32\shfolder.dll	216
0x3dd64720	\Windows\System32\PortableDeviceConnectApi.dll	216
0x3dd65070	\Windows\System32\pnpts.dll	216
0x3dd66e20	\Windows\System32\Apphlpdm.dll	216
0x3dd6c740	\Windows\System32	216
0x3dd70700	\Windows\Registration\R000000000006.clb	216
0x3dd70c10	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-533FB7FA2417DD66822F9B153124F76B59358624.bin.67	216
0x3dd73070	\$Directory	216
0x3dd75800	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb	216
0x3dd786d0	\Windows\System32\en-US\KernelBase.dll.mui	216
0x3dd7b6e0	\Windows\System32\sppobjs.dll	216
0x3dd8e580	\Windows\System32	216
0x3dd91070	\Windows\Registration\R000000000006.clb	216
0x3dd9e730	\Windows\System32\stdole2.tlb	216
0x3dda3cf0	\Windows\System32\syncui.dll	216
0x3dda65a0	\Windows\Prefetch\CONSENT.EXE-531BD9EA.pf	216
0x3dda6b00	\Windows\System32\NapiNSP.dll	216
0x3dda73e0	\$Directory	216
0x3dda75b0	\$Directory	216
0x3ddb1d10	\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoreei.dll	216
0x3ddb1f20	\Windows\Microsoft.NET\Framework64\v4.0.30319\CORPerfMonExt.dll	216
0x3ddb7f20	\Windows\System32\localspl.dll	216
0x3ddb8c00	\Windows\System32\pdh.dll	216
0x3ddbddd0	\Windows\System32\C_1253.NLS	216
0x3ddca070	\Windows\System32\txflog.dll	216
0x3ddcae50	\Endpoint	216
0x3ddcbf20	\Windows\System32\comsvcs.dll	216
0x3ddcd520	\Windows\System32\mtxclu.dll	216
0x3ddcd7a0	\Windows\System32\msdtcprx.dll	216
0x3ddcdc80	\Windows\System32\xolehlp.dll	216
0x3ddd9070	\Users\Analyst\AppData\Local\Microsoft\Windows\UsrClass.dat	216
0x3dddbdd0	\Windows\System32\wbem\cimwin32.dll	216
0x3dddbf20	\Windows\System32\framedynos.dll	216
0x3dddc580	\Windows\Registration\{02D4B3F1-FD88-11D1-960D-00805FC79235}.{BEBDC730-7674-4FD6-BB6F-321B6B57DBBC}.crmlog	216
0x3ddfca00	\Windows\System32\winevt\Logs\Microsoft-Windows-WMI-Activity%4Operational.evtx	216
0x3ddfe380	\Device\HarddiskVolume2\Users\Analyst\AppData\Local\Microsoft\Windows\UsrClass.dat{ccef6b12-10cb-11ee-b5f0-90e8682d3ffa}.TM	216
0x3ddff070	\Users\Analyst\AppData\Local\Microsoft\Windows\UsrClass.dat{ccef6b12-10cb-11ee-b5f0-90e8682d3ffa}.TMContainer00000000000000000001.regtrans-ms	216
0x3ddff2e0	\Users\Analyst\AppData\Local\Microsoft\Windows\UsrClass.dat{ccef6b12-10cb-11ee-b5f0-90e8682d3ffa}.TMContainer00000000000000000002.regtrans-ms	216
0x3ddff430	\Device\HarddiskVolume2\Users\Analyst\AppData\Local\Microsoft\Windows\UsrClass.dat{ccef6b12-10cb-11ee-b5f0-90e8682d3ffa}.TM	216
0x3de01070	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.ci	216
0x3de02070	\Windows\Fonts\constan.ttf	216
0x3de028e0	\Windows\System32\NlsData001b.dll	216
0x3de02dd0	\$Directory	216
0x3de03070	\Windows\System32\en-US\KernelBase.dll.mui	216
0x3de13070	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\x32dbg.dll	216
0x3de175b0	\Windows\System32\winevt\Logs\System.evtx	216
0x3de17700	\Endpoint	216
0x3de1b620	\Windows\System32	216
0x3de1c070	\Windows\System32\winevt\Logs\Key Management Service.evtx	216
0x3de1c510	\$Directory	216
0x3de1dcd0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx	216
0x3de1eb40	\Windows\System32\winevt\Logs\Windows PowerShell.evtx	216
0x3de1ee00	\Windows\Fonts\StaticCache.dat	216
0x3de1fa00	\Windows\System32\winevt\Logs\Media Center.evtx	216
0x3de1ff20	\Endpoint	216
0x3de205a0	\Windows\System32\winevt\Logs\Security.evtx	216
0x3de20770	\Windows\System32\winevt\Logs\HardwareEvents.evtx	216
0x3de21d10	\$PrepareToShrinkFileSize	216
0x3de2a420	\$Directory	216
0x3de2bf20	\Windows\System32\winevt\Logs\Application.evtx	216
0x3de2f070	\Windows\System32\winevt\Logs\Internet Explorer.evtx	216
0x3de2ff20	\$Directory	216
0x3de348f0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx	216
0x3de35a50	\$PrepareToShrinkFileSize	216
0x3de39070	\Windows\System32\profsvc.dll	216
0x3de3af20	\Windows\System32\en-US\shell32.dll.mui	216
0x3de3b6c0	\Windows\System32	216
0x3de3d980	\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx	216
0x3de40f20	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx	216
0x3de41650	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx	216
0x3de417a0	\Windows\System32\ELSCore.dll	216
0x3de42570	\Windows\System32\netprofm.dll	216
0x3de427c0	\Windows\System32\NlsLexicons0009.dll	216
0x3de458c0	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProfile%4Operational.evtx	216
0x3de45e90	\Windows\System32\en-US\user32.dll.mui	216
0x3de462f0	\Users\Analyst\Links\desktop.ini	216
0x3de46440	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx	216
0x3de46f20	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx	216
0x3de47c00	\Windows\System32\MPSSVC.dll	216
0x3de47d50	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4ConnectionSecurity.evtx	216
0x3de489a0	\Windows\System32\audiosrv.dll	216
0x3de499e0	\Windows\System32\avrt.dll	216
0x3de53350	\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3	216
0x3de55230	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\services.lnk	216
0x3de55f20	\Windows\Registration\R000000000006.clb	216
0x3de579e0	\elineouttopo	216
0x3de58630	\Windows\ServiceProfiles\LocalService\AppData\Local\~FontCache-FontFace.dat	216
0x3de59ea0	\emicintopo	216
0x3de5cf20	\Windows\System32\FntCache.dll	216
0x3de5df20	\Windows\System32\uxsms.dll	216
0x3de5ee90	\Windows\System32	216
0x3de61b60	\Endpoint	216
0x3de62670	\Windows\ServiceProfiles\LocalService\AppData\Local\~FontCache-System.dat	216
0x3de62af0	\Windows\System32\mmcss.dll	216
0x3de62c40	\elineoutwave	216
0x3de6d7b0	\$Directory	216
0x3de6e070	\Windows\System32\audiodg.exe	216
0x3de70b30	\Windows\Registration\R000000000006.clb	216
0x3de71360	\$Directory	216
0x3de715b0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir	216
0x3de71bc0	\Windows\System32\en-US\audiodg.exe.mui	216
0x3de72430	\Program Files\Internet Explorer\sqmapi.dll	216
0x3de75440	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d	216
0x3de761d0	\emicintopo	216
0x3de76ea0	\Windows\Fonts\phagspa.ttf	216
0x3de77070	\emicinwave	216
0x3de77240	\elineouttopo	216
0x3de77c90	\Windows\System32\ntmarta.dll	216
0x3de7a380	\Windows\System32\en-US\user32.dll.mui	216
0x3de7ad10	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d	216
0x3de7b710	\Windows\System32\en-US\KernelBase.dll.mui	216
0x3de7c370	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4WHC.evtx	216
0x3de7f070	\Windows\Registration\R000000000006.clb	216
0x3de80db0	\Windows\System32\PeerDist.dll	216
0x3de81070	\Windows\System32\cscsvc.dll	216
0x3de84290	\$ConvertToNonresident	216
0x3de85070	\$Directory	216
0x3de87560	\Windows\System32\AudioSes.dll	216
0x3de87f20	\Windows\Fonts\coure.fon	216
0x3de88460	\Windows\CSC\v2.0.6\pq	216
0x3de885b0	\Windows\CSC\v2.0.6	216
0x3de88e80	\Windows\System32\en-US\MMDevAPI.dll.mui	216
0x3de91640	\.\.	216
0x3de92cd0	\$Directory	216
0x3de92f20	\Windows\CSC	216
0x3de934b0	\Windows\System32\nlaapi.dll	216
0x3de93c80	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\dbghelp.dll	216
0x3de93dd0	旿	216
0x3de94070	\Windows\System32\taskschd.dll	216
0x3de94f20	\Windows\CSC\v2.0.6\namespace	216
0x3de95d80	昄	216
0x3de97d90	\Windows\System32\dsrole.dll	216
0x3de97f20	\Windows\System32\gpsvc.dll	216
0x3de9b6b0	\Windows\System32\msacm32.drv	216
0x3de9bac0	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb	216
0x3de9c530	\Windows\System32\msacm32.dll	216
0x3de9c8e0	\Windows\System32\midimap.dll	216
0x3de9caf0	\Windows\System32\atl.dll	216
0x3de9de50	\Windows\System32\mstask.dll	216
0x3dea1c80	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3dea4070	\Windows\Registration\R000000000006.clb	216
0x3dea5230	\Windows\System32\AudioEng.dll	216
0x3dea7f20	\Users\Analyst\NTUSER.DAT	216
0x3dea8070	\Windows\System32\AUDIOKSE.dll	216
0x3dea9b20	\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe	216
0x3dea9c70	\Windows\System32\themeservice.dll	216
0x3deaa070	\Windows\System32\clb.dll	216
0x3deabd10	\Windows\System32\WMALFXGFXDSP.dll	216
0x3deac070	\Windows\System32\mfplat.dll	216
0x3dead730	\Windows\System32\NlsLexicons002a.dll	216
0x3deadaa0	\Windows\System32\slc.dll	216
0x3deafc30	\Users\Public\Recorded TV	216
0x3deb8c90	\Windows\System32\security.dll	216
0x3debabb0	\Windows\System32\es.dll	216
0x3debf650	\Windows\System32\UXInit.dll	216
0x3debfbe0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010015.ci	216
0x3dec21a0	\Windows\Resources\Themes\Aero\aero.msstyles	216
0x3dec4a80	\Windows\System32\7B296FB0-376B-497e-B012-9C450E1B7327-5P-1.C7483456-A289-439d-8115-601632D005A0	216
0x3dec5dc0	\Windows\SysWOW64\api-ms-win-downlevel-shell32-l1-1-0.dll	216
0x3dec64a0	\Windows\SysWOW64\iedkcs32.dll	216
0x3decc070	\Windows\SysWOW64\api-ms-win-downlevel-version-l1-1-0.dll	216
0x3dece730	\Windows\SysWOW64\dllhost.exe	216
0x3decf070	\Windows\System32\wbem\WmiPrvSE.exe	216
0x3decf9b0	\Windows\System32\dnsrslvr.dll	216
0x3ded04a0	\Windows\System32\NlsData000a.dll	216
0x3ded2420	\Windows\Registration\R000000000006.clb	216
0x3ded2570	\Windows\System32\taskbarcpl.dll	216
0x3ded2b30	\Windows\System32\dnsext.dll	216
0x3ded2f20	\Windows\System32\FWPUCLNT.DLL	216
0x3ded3740	\Windows\SysWOW64\wininet.dll	216
0x3ded59c0	\Windows\System32\drivers\etc	216
0x3dedb730	\Windows\System32\mycomput.dll	216
0x3dede5d0	\Windows\System32\DiagCpl.dll	216
0x3dedf2d0	\Windows\System32\msconfig.exe	216
0x3dee15b0	\Windows\System32\PeerDistSvc.dll	216
0x3dee1c80	\Windows\System32\dhcpcsvc.dll	216
0x3dee2520	\Windows\Prefetch\DLLHOST.EXE-766398D2.pf	216
0x3dee6570	\Windows\System32\aepic.dll	216
0x3dee6a60	\Windows\winsxs\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9.manifest	216
0x3dee7070	\Users\Analyst\AppData\Local\Microsoft\Windows\WebCacheLock.dat	216
0x3dee84a0	\Windows\System32\api-ms-win-core-timezone-l1-1-0.dll	216
0x3deeaa10	\Windows\System32\shsvcs.dll	216
0x3deebb90	\Windows\System32\schedsvc.dll	216
0x3deeff20	\Windows\System32\ktmw32.dll	216
0x3def19e0	\Windows\System32\tbs.dll	216
0x3def1b30	\Windows\System32\wiarpc.dll	216
0x3def2070	\ProgramData\Microsoft\Diagnosis\events11.rbs	216
0x3def2430	\ProgramData\Microsoft\Diagnosis\events01.rbs	216
0x3def38f0	\Windows\System32\fveapi.dll	216
0x3def3c80	\Windows\System32\fvecerts.dll	216
0x3def4730	\Windows\SysWOW64\ExplorerFrame.dll	216
0x3def5670	\Users\Analyst\Desktop\Samples\Ransomware.wannacry.exe	216
0x3def6960	\Windows\Tasks\SCHEDLGU.TXT	216
0x3def7740	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx	216
0x3def8070	\Windows\System32\SensorsCpl.dll	216
0x3def8dd0	\Windows\System32\wbem\wmiutils.dll	216
0x3defad20	\Windows\System32\taskcomp.dll	216
0x3defbc30	\Windows\System32\pngfilt.dll	216
0x3defbf20	\atsvc	216
0x3defc9c0	\atsvc	216
0x3defcc60	\atsvc	216
0x3defcdb0	\Windows\Tasks	216
0x3defd420	\Windows\Temp\2343.WNCRYTcal\Microsoft\Windows\Explorer\thumbcache_sr.db	216
0x3defe730	\Windows\System32\en-US\MMDevAPI.dll.mui	216
0x3df00350	\Program Files\IDA Freeware 8.2\Qt5Core.dll	216
0x3df00630	\Windows\System32\NlsData0026.dll	216
0x3df00930	\Endpoint	216
0x3df02070	\Windows\System32\eapphost.dll	216
0x3df023a0	\$Directory	216
0x3df035d0	\Windows\System32\powercpl.dll	216
0x3df04530	\Windows\System32\sud.dll	216
0x3df04e50	\Endpoint	216
0x3df05210	\ProgramData\Microsoft\Diagnosis\events00.rbs	216
0x3df0a280	\Windows\System32\cryptsvc.dll	216
0x3df0f750	\Windows\System32\wfapigp.dll	216
0x3df108a0	\Endpoint	216
0x3df14f20	\Windows\System32\spoolsv.exe	216
0x3df15070	\Windows\System32\wkssvc.dll	216
0x3df16520	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d	216
0x3df174a0	\Windows\SysWOW64\iertutil.dll	216
0x3df175f0	\Windows\System32\oleacc.dll	216
0x3df17740	\wkssvc	216
0x3df17d70	\Windows\System32	216
0x3df182b0	\wkssvc	216
0x3df184c0	\Windows\System32\diagperf.dll	216
0x3df19070	\Windows\System32\cryptnet.dll	216
0x3df19230	\keysvc	216
0x3df1cf20	\$Directory	216
0x3df20a70	\Windows\System32\NlsData0003.dll	216
0x3df20c80	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagtrack-Listener.etl	216
0x3df20dd0	\Users\Public\desktop.ini	216
0x3df20f20	\Windows\System32\CertEnroll.dll	216
0x3df219a0	\Windows\SysWOW64\ieframe.dll	216
0x3df21bc0	\Windows\SysWOW64\pngfilt.dll	216
0x3df24c80	\Endpoint	216
0x3df25da0	\Windows\inf\hdaudio.PNF	216
0x3df27a10	\Windows\System32\jscript.dll	216
0x3df285f0	\Windows\System32\vsstrace.dll	216
0x3df29c10	\Windows\System32\winevt\Logs\Microsoft-Windows-Known Folders API Service.evtx	216
0x3df2aac0	\Windows\System32\certprop.dll	216
0x3df2ac30	\Endpoint	216
0x3df2b5f0	\Windows\System32\vssapi.dll	216
0x3df2c580	\Windows\System32\FDResPub.dll	216
0x3df2c970	\Windows\System32\NaturalLanguage6.dll	216
0x3df2ce50	\Windows\System32\lsmproxy.dll	216
0x3df2d900	\Windows\System32\prncache.dll	216
0x3df2ed10	\Windows\System32\provsvc.dll	216
0x3df2ee60	\Windows\SysWOW64\actxprxy.dll	216
0x3df2f610	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3df2f950	\Windows\System32\MdSched.exe	216
0x3df30480	\Windows\Fonts\ebrima.ttf	216
0x3df33c80	\Windows\Fonts\StaticCache.dat	216
0x3df348a0	\Windows\System32\en-US\shell32.dll.mui	216
0x3df35e20	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d	216
0x3df385f0	\keysvc	216
0x3df38740	\keysvc	216
0x3df38990	\Windows\System32\AuthFWGP.dll	216
0x3df39f20	\Windows\System32\NlsLexicons0010.dll	216
0x3df3c930	\Program Files (x86)\Internet Explorer\ieproxy.dll	216
0x3df3df20	\Windows\System32\termsrv.dll	216
0x3df3e970	\Windows\System32\WSDApi.dll	216
0x3df3ee20	\Windows\System32\oleaccrc.dll	216
0x3df3fa00	\Windows\SysWOW64\rsaenh.dll	216
0x3df46bb0	\Windows\System32\accessibilitycpl.dll	216
0x3df46f20	\Windows\System32\NlsData0027.dll	216
0x3df48b30	\Windows\System32	216
0x3df48d10	\Windows\System32\desk.cpl	216
0x3df4c070	\Windows\Temp\1911.WNCRYTcal\Microsoft\Windows\Explorer\thumbcache_96.db	216
0x3df4edd0	\Windows\System32\ActionCenterCPL.dll	216
0x3df4ff20	\Windows\System32\mssph.dll	216
0x3df513c0	\Endpoint	216
0x3df54480	\Windows\SysWOW64\en-US\MFC42.dll.mui	216
0x3df54a40	\Windows\System32\d3d10core.dll	216
0x3df559f0	\Windows\System32\NlsData000c.dll	216
0x3df56d10	\Windows\SysWOW64\clbcatq.dll	216
0x3df578b0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3df58d00	\Windows\System32\NlsLexicons0027.dll	216
0x3df5bf20	\$Directory	216
0x3df5cd00	\Windows\System32\ulib.dll	216
0x3df5cf20	\Users\Analyst\Desktop\Samples\Ransomware.wannacry.exe.id1	216
0x3df5d340	\Windows\System32	216
0x3df5e070	\Windows\Registration\R000000000006.clb	216
0x3df5e3a0	\Windows\System32\fundisc.dll	216
0x3df5e970	\Windows\System32\themeui.dll	216
0x3df5eac0	\Windows\System32\dps.dll	216
0x3df5edd0	\Windows\System32\FirewallControlPanel.dll	216
0x3df5ef20	\Windows\System32\NlsData002a.dll	216
0x3df5f430	\lsass	216
0x3df60bc0	\$Directory	216
0x3df60d10	\Windows\System32\NlsLexicons000c.dll	216
0x3df61a40	\Windows\System32\NlsLexicons0003.dll	216
0x3df63dc0	\Windows\SysWOW64\msacm32.dll	216
0x3df64730	\Windows\System32\oleaccrc.dll	216
0x3df649e0	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d	216
0x3df64f20	\Windows\System32\en-US\aclui.dll.mui	216
0x3df65970	\Windows\SysWOW64\api-ms-win-downlevel-ole32-l1-1-0.dll	216
0x3df65ac0	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d	216
0x3df66970	\Windows\System32\fontsub.dll	216
0x3df67ab0	\Windows\System32	216
0x3df68e20	\Program Files\Common Files\Microsoft Shared\ink\tiptsf.dll	216
0x3df694d0	\Windows\System32\ncsi.dll	216
0x3df70e60	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3df71a40	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3df72b70	\Windows\System32\NlsLexicons0021.dll	216
0x3df73070	\Windows\Registration\R000000000006.clb	216
0x3df73f20	\Windows\System32\vmictimeprovider.dll	216
0x3df74a00	\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx	216
0x3df75c70	\Windows\System32\vbscript.dll	216
0x3df76d70	\Windows\System32\SessEnv.dll	216
0x3df76f20	\Windows\Fonts\browa.ttf	216
0x3df77aa0	\Windows\System32\cdd.dll	216
0x3df78f20	\$Directory	216
0x3df7aab0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757	216
0x3df7be20	\Windows\System32\msftedit.dll	216
0x3df7ef20	\Windows\System32\NlsLexicons001b.dll	216
0x3df7fc70	\Windows\System32\C_1257.NLS	216
0x3df7ff20	\$Directory	216
0x3df801f0	\Windows\Temp\1909.WNCRYTcal\Microsoft\Windows\Explorer\thumbcache_256.db	216
0x3df80f20	\Windows\Resources\Themes\Aero\Shell\NormalColor\shellstyle.dll	216
0x3df819c0	\Windows\System32\NlsData0021.dll	216
0x3df83690	\$Directory	216
0x3df84f20	\Windows\SysWOW64\dhcpcsvc.dll	216
0x3df85790	\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.2.regtrans-ms	216
0x3df85bb0	\Windows\System32\QAGENTRT.DLL	216
0x3df85dd0	\Users\Analyst\AppData\Local\Microsoft\Windows\Temporary Internet Files\counters.dat	216
0x3df85f20	\Windows\System32\bitsigd.dll	216
0x3df865d0	\Users\Analyst\ntuser.dat.LOG1	216
0x3df86ec0	\Windows\System32\pautoenr.dll	216
0x3df87490	\Windows\Temp\2343.WNCRYTcal\Microsoft\Windows\Explorer\thumbcache_sr.db	216
0x3df87b10	\Windows\SysWOW64\urlmon.dll	216
0x3df87f20	\Windows\System32\wsecedit.dll	216
0x3df899e0	\Windows\System32\wuapp.exe	216
0x3df89f20	\Windows\System32\api-ms-win-crt-math-l1-1-0.dll	216
0x3df8b8a0	\Windows\System32\devmgmt.msc	216
0x3df8c130	\Windows\Fonts\Candara.ttf	216
0x3df8d220	\Windows\System32\nlasvc.dll	216
0x3df8eac0	\Users\Analyst\Desktop\REMA-Tools\x64dbg\release\x32\ldconvert.dll	216
0x3df8ec10	\Windows\System32\regsvr32.exe	216
0x3df8f8b0	\Windows\System32\sysclass.dll	216
0x3df8fd10	\Windows\System32\en-US\wdmaud.drv.mui	216
